ID_BARRAGEM	NOME DA BARRAGEM DE MINERAÇÃO	NOME DO EMPREENDEDOR	CPF/CNPJ	LATITUDE	LONGITUDE	POSICIONAMENTO	UF	MUNICÍPIO	MINÉRIO PRINCIPAL	ALTURA ATUAL (m)	VOLUME ATUAL (m3)	MÉTODO CONSTRUTIVO	CATEGORIA DE RISCO	DANO POTENCIAL ASSOCIADO	CLASSE	INSERIDA NA PNSB?
688	PS -1	Vale S A Filial: Vale Mina Sossego	33.592.510/0009-01	"-6°26'01.900"""	"-50°02'54.100"""	Sul do Equador	PA	CANAÃ DOS CARAJÁS	Argila Arenosa	7	220000	Etapa única				Não
689	RECON	Mineração São Francisco de Assis Ltda.	42.323.964/0001-10	"-6°49'43.5194"""	"-51°58'45.336"""	Sul do Equador	PA	SÃO FÉLIX DO XINGU	Areia	3	0	Indefinido				Não
690	Sul Pilha	Vale S A Filial: Vale Serra Sul	33.592.510/0089-96	"-6°28'41.600"""	"-50°19'16.900"""	Sul do Equador	PA	CANAÃ DOS CARAJÁS	Minério de Ferro	12	496059,42	Etapa única				Não
691	Usina	Vale S A Filial: Vale Minas MOP	33.592.510/0075-90	"-6°34'49.700"""	"-51°04'37.500"""	Sul do Equador	PA	OURILÂNDIA DO NORTE	Minério de Níquel	8,5	494416	Etapa única				Não
692	QUIXABA USINA	Rozen Mineradora, Consultoria e Assessoria Em Gestão Empresarial Ltda Me	10.857.721/0001-76	"-6°48'26.900"""	"-37°00'28.800"""	Sul do Equador	PB	VÁRZEA	Areia Quartzosa	3	450	Indefinido				Não
693	803.285/2014	Plinio Almeida Boson	11.714.784/0001-36	"-9°14'09.800"""	"-42°34'41.200"""	Sul do Equador	PI	SÃO LOURENÇO DO PIAUÍ	Saibro	1	500	Indefinido				Não
694	bonito	Ecb Rochas Ornamentais do Brasil Ltda	02.746.671/0001-21	"-5°12'32.100"""	"-41°42'27.600"""	Sul do Equador	PI	CASTELO DO PIAUÍ	Quartzito	1,5	900	Indefinido				Não
695	areal eskema	Areal Eskema Ltda	32.110.223/0001-06	"-22°44'38.000"""	"-43°42'28.000"""	Sul do Equador	RJ	SEROPÉDICA	Areia	8	80000	Indefinido				Não
696	Pond de Emergência	Anglo American Minério de Ferro Brasil S.a	02.359.572/0004-30	"-21°49'52.000"""	"-41°01'14.000"""	Sul do Equador	RJ	SÃO JOÃO DA BARRA	Minério de Ferro	4,5	333438	Etapa única				Não
697	BARRAGEM 01	Cooperativa Mineradora dos Garimpeiros de Ariquemes	22.825.491/0001-42	"-10°30'18.000"""	"-63°37'14.100"""	Sul do Equador	RO	CAMPO NOVO DE RONDÔNIA	Areia e Cascalho	3	31250	Indefinido				Não
698	BARRAGEM 02	Cooperativa Mineradora dos Garimpeiros de Ariquemes	22.825.491/0001-42	"-11°09'42.300"""	"-62°25'02.700"""	Sul do Equador	RO	CAMPO NOVO DE RONDÔNIA	Areia e Cascalho	3,5	31250	Indefinido				Não
699	BARRAGEM 339	Cooperativa Mineradora dos Garimpeiros de Ariquemes	22.825.491/0001-42	"-11°08'14.500"""	"-61°37'15.100"""	Sul do Equador	RO	MINISTRO ANDREAZZA	Areia e Cascalho	4,5	7500	Indefinido				Não
700	BARRAGEM 341	Cooperativa Mineradora dos Garimpeiros de Ariquemes	22.825.491/0001-42	"-11°08'14.500"""	"-61°37'15.100"""	Sul do Equador	RO	MINISTRO ANDREAZZA	Areia e Cascalho	4,5	7500	Indefinido				Não
701	BARRAGEM TABOQUINHA	Cooperativa Mineradora dos Garimpeiros de Ariquemes	22.825.491/0001-42	"-9°31'24.000"""	"-62°54'21.200"""	Sul do Equador	RO	CUJUBIM	Areia e Cascalho	4,5	7500	Indefinido				Não
702	BARRAGEM TARILÂNDIA 01	Cooperativa Mineradora dos Garimpeiros de Ariquemes	22.825.491/0001-42	"-10°49'19.200"""	"-62°50'02.200"""	Sul do Equador	RO	JARU	Argila	3	31250	Indefinido				Não
703	BARRAGEM URUPA 01	Cooperativa Mineradora dos Garimpeiros de Ariquemes	22.825.491/0001-42	"-11°08'07.500"""	"-62°26'15.100"""	Sul do Equador	RO	URUPÁ	Argila	3	31250	Indefinido				Não
704	Belíssima	Cooperativa de Garimpeiros de Santa Cruz Ltda	34.726.547/0001-90	"-9°47'34.047"""	"-63°33'34.869"""	Sul do Equador	RO	ARIQUEMES	Minério de Estanho Secundário	10	1300000	Etapa única				Não
705	Queimada	Metalmig Mineração Indústria e Comércio S A	34.456.038/0001-95	"-9°25'25.900"""	"-63°02'52.400"""	Sul do Equador	RO	ITAPUÃ DO OESTE	Aluvião Estanífero	5	60000	Etapa única				Não
706	RESERVATÓRIO 01	Farias e Rodrigues Ltda Me	11.239.511/0001-87	"-12°57'09.000"""	"-60°24'38.700"""	Sul do Equador	RO	VILHENA	Argila Arenosa	2	1296	Indefinido				Não
707	RESERVATÓRIO 01	Muller & Cia Ltda Me	04.800.249/0001-32	"-12°53'50.800"""	"-60°25'21.300"""	Sul do Equador	RO	VILHENA	Argila Arenosa	2	17848	Indefinido				Não
708	RESERVATÓRIO 01	Norte Sul TerraplenagemComercio EIRELIMe	17.133.940/0001-51	"-12°55'57.300"""	"-60°20'58.300"""	Sul do Equador	RO	VILHENA	Argila Arenosa	3	124125	Indefinido				Não
709	RESERVATÓRIO 01	PORTO COMÉRCIO DE AREIA LTDA ME	08.491.915/0001-59	"-12°57'35.100"""	"-60°17'15.500"""	Sul do Equador	RO	VILHENA	Argila Arenosa	2	16000	Indefinido				Não
710	Reservatório 01	White Solder Metalurgia e Mineração - Sol Nascente	04.107.120/0002-24	"-9°37'20.200"""	"-63°03'39.100"""	Sul do Equador	RO	RIO CRESPO	Areia e Cascalho	6	45500	Indefinido				Não
711	RESERVATÓRIO 02	Muller & Cia Ltda Me	04.800.249/0001-32	"-12°48'15.200"""	"-60°21'54.400"""	Sul do Equador	RO	VILHENA	Argila Arenosa	2	30800	Indefinido				Não
712	RIO BRANCO	Minerais & Metais Comércio e Indústria Ltda Filial: Marcos	02.587.633/0007-69	"-9°46'14.500"""	"-62°44'26.300"""	Sul do Equador	RO	RIO CRESPO	Areia	4	600000	Indefinido				Não
713	MNP-01	Mineração Nova Petrópolis Ltda.	16.785.060/0001-05	"-29°20'48.000"""	"-51°11'30.000"""	Sul do Equador	RS	NOVA PETRÓPOLIS	Areia	5	4000	Etapa única				Não
714	VIAMAO	D & L Mineração Ltda.	09.044.878/0001-01	"-29°10'00.000"""	"-50°49'16.000"""	Sul do Equador	RS	VIAMÃO	Areia	13	111000	Indefinido				Não
715	Barragem 101	Indústria Carbonífera Rio Deserto Ltda	83.286.500/0001-69	"-28°43'45.000"""	"-49°14'54.000"""	Sul do Equador	SC	IÇARA	Carvão Mineral Camada Barro Branco	3	9542,2	Etapa única				Não
716	Santa Líbera	Cooperativa de Extração de Carvão Mineral dos Trabalhadores de Criciúma	80.967.540/0001-88	"-28°44'18.600"""	"-49°25'33.200"""	Sul do Equador	SC	FORQUILHINHA	Carvão Mineral Camada Barro Branco	2,2	3500	Indefinido				Não
717	Dique Petrobrás	Mosaic Fertilizantes P&K S.A. Filial: Taquari Vassouras	33.931.486/0033-18	"-10°39'12.400"""	"-37°01'50.100"""	Sul do Equador	SE	ROSÁRIO DO CATETE	Sais	6	6362,07	Etapa única				Não
718	1. CONJUNTO DE LEIRAS DE DECANTAÇÃO	Realmix Agregados Minerais Ltda	02.931.701/0001-70	"-23°11'34.600"""	"-48°21'45.000"""	Sul do Equador	SP	BOFETE	Areia	3	140059	Etapa única				Não
719	12 - AN	Mineração Jundu Ltda.	60.628.468/0001-57	"-22°09'25.047"""	"-47°38'34.049"""	Sul do Equador	SP	ANALÂNDIA	Argila	10	492348	Etapa única				Não
720	13 - AN	Mineração Jundu Ltda.	60.628.468/0001-57	"-22°09'18.075"""	"-47°38'22.025"""	Sul do Equador	SP	ANALÂNDIA	Argila	8	663184	Alteamento a jusante				Não
721	Barramento 1	MINERADORA PEDRIX LTDA	01.290.096/0001-32	"-23°23'35.060"""	"-46°46'30.100"""	Sul do Equador	SP	CAIEIRAS	Granito	4	56000	Etapa única				Não
722	Boa Sorte	Empresa Mineradora Boa Sorte Ltda	45.599.032/0001-93	"-23°24'43.000"""	"-46°12'42.800"""	Sul do Equador	SP	MOGI DAS CRUZES	Argila Arenosa	0	365000	Indefinido				Não
723	CAMC	Extração de Areia e Pedregulho Cachoeira Ltda.	45.600.327/0001-32	"-23°24'04.600"""	"-46°12'19.500"""	Sul do Equador	SP	MOGI DAS CRUZES	Argila	13	588484	Etapa única				Não
724	Cascalho	Cascalho Extração e Comércio de Areia, Cascalho e Argila Ltda Epp	00.311.698/0001-66	"-22°44'52.600"""	"-46°52'18.000"""	Sul do Equador	SP	PEDREIRA	Argila	0	140000	Indefinido				Não
725	CAVA	Milton José Aparecido Giuli Me	38.799.607/0001-56	"-23°00'29.728"""	"-47°28'56.567"""	Sul do Equador	SP	CAPIVARI	Areia	0	180000	Etapa única				Não
726	CAVA 1	L Pavan & Cia Ltda	44.140.069/0001-96	"-23°47'06.400"""	"-46°41'48.400"""	Sul do Equador	SP	SÃO PAULO	Argila	0	120000	Indefinido				Não
727	CAVA 2	L Pavan & Cia Ltda	44.140.069/0001-96	"-23°46'58.500"""	"-46°41'55.700"""	Sul do Equador	SP	SÃO PAULO	Argila	0	92000	Indefinido				Não
728	CHAPADINHA 061	Uilson Romanha & Cia Ltda	00.934.199/0001-25	"-23°39'32.700"""	"-48°00'20.400"""	Sul do Equador	SP	ITAPETININGA	Argila	6	565500	Etapa única				Não
729	CHAPADINHA 221	Uilson Romanha & Cia Ltda	00.934.199/0001-25	"-23°39'05.500"""	"-47°59'32.500"""	Sul do Equador	SP	ITAPETININGA	Argila	10,6	740000	Etapa única				Não
730	Conjunto de cavas em desativação recuperação	Mineradora Areia Nova Ltda	02.286.818/0001-48	"-23°10'39.400"""	"-48°20'35.900"""	Sul do Equador	SP	BOFETE	Areia	0	0	Etapa única				Não
731	Conterpa	Conterpa, Conservação e Terraplagem e Pavimentação Ltda	02.002.588/0001-48	"-22°51'40.100"""	"-47°14'19.000"""	Sul do Equador	SP	HORTOLÂNDIA	Argila	0	300000	Indefinido				Não
732	decantação de finos / reservatorio agua processo	Mineradora Areia Nova Ltda	02.286.818/0001-48	"-23°10'41.300"""	"-48°20'47.500"""	Sul do Equador	SP	BOFETE	Areia	0	0	Etapa única				Não
733	Deposito de Finos Porto de Areia Serramar	Pecuária Serramar EIRELI	03.938.233/0001-28	"-23°39'35.000"""	"-45°31'16.000"""	Sul do Equador	SP	CARAGUATATUBA	Areia	0	385000	Indefinido				Não
734	Dique 2	PEDREIRA SARGON LTDA	60.101.300/0001-99	"-23°21'27.900"""	"-46°17'09.200"""	Sul do Equador	SP	SANTA ISABEL	Argila	5	40000	Etapa única				Não
735	Dique 4 (Barragem 3 - Bota fora)	PEDREIRA SARGON LTDA	60.101.300/0001-99	"-23°21'24.500"""	"-46°16'31.200"""	Sul do Equador	SP	SANTA ISABEL	Argila	8	15000	Etapa única				Não
736	Dique 5 (Barragem 4 - Bota fora)	PEDREIRA SARGON LTDA	60.101.300/0001-99	"-23°21'21.800"""	"-46°16'28.900"""	Sul do Equador	SP	SANTA ISABEL	Argila	10	12000	Etapa única				Não
737	Dutra	Dutra Extração de Areia Ltda.	48.098.701/0001-31	"-23°25'50.600"""	"-46°12'39.200"""	Sul do Equador	SP	MOGI DAS CRUZES	Argila Arenosa	0	130000	Indefinido				Não
738	engebrita	Pedreira Engebrita Ltda	61.728.804/0001-04	"-23°52'55.700"""	"-46°18'51.600"""	Sul do Equador	SP	SANTOS	Granito	3,5	30000	Indefinido				Não
739	Fazenda Santa Fé	Tech Rock Mineração Ltda.	62.579.818/0001-68	"-23°30'32.300"""	"-47°23'27.200"""	Sul do Equador	SP	SOROCABA	Argila	3	2700	Indefinido				Não
740	Fiori	Empresa de Mineração Fiori do Taboão Ltda.	00.265.541/0001-41	"-23°24'16.000"""	"-46°11'54.500"""	Sul do Equador	SP	MOGI DAS CRUZES	Argila Arenosa	0	325000	Indefinido				Não
741	Guará 2	Extração de Areia e Pedregulho Cachoeira Ltda.	45.600.327/0001-32	"-23°23'32.300"""	"-46°08'10.900"""	Sul do Equador	SP	GUARAREMA	Argila	5	78300	Etapa única				Não
742	JBS2	EMPRESA DE MINERAÇÃO E ARTEFATOS DE CIMENTO JBS LTDA EPP	47.354.774/0001-84	"-23°23'46.800"""	"-46°11'51.500"""	Sul do Equador	SP	MOGI DAS CRUZES	Argila Arenosa	11	270000	Indefinido				Não
743	JBS3	EMPRESA DE MINERAÇÃO E ARTEFATOS DE CIMENTO JBS LTDA EPP	47.354.774/0001-84	"-23°23'32.000"""	"-46°12'02.500"""	Sul do Equador	SP	MOGI DAS CRUZES	Argila Arenosa	0	310000	Indefinido				Não
744	MD 05/2016	Mineração Descalvado Ltda	54.114.475/0001-38	"-21°57'24.480"""	"-47°37'18.695"""	Sul do Equador	SP	DESCALVADO	Areia Industrial	12,75	245447,47	Etapa única				Não
745	OURO BRANCO LESTE	MINERAÇÃO OURO BRANCO SALTO DE PIRAPORA LTDA ME	72.911.985/0001-18	"-23°39'42.400"""	"-47°39'53.200"""	Sul do Equador	SP	SALTO DE PIRAPORA	Argila	5	399000	Etapa única				Não
746	PIRAPORÃO 138 II	Uilson Romanha & Cia Ltda	00.934.199/0001-25	"-23°37'42.100"""	"-47°37'19.200"""	Sul do Equador	SP	SALTO DE PIRAPORA	Argila	4	28000	Etapa única				Não
747	PIRAPORÃO 138 III	Uilson Romanha & Cia Ltda	00.934.199/0001-25	"-23°37'53.600"""	"-47°37'18.500"""	Sul do Equador	SP	SALTO DE PIRAPORA	Argila	8	115200	Etapa única				Não
748	PORTO-4A	Itaquareia Ind. Extr. Minérios Ltda	55.023.386/0001-49	"-23°33'46.100"""	"-46°16'04.500"""	Sul do Equador	SP	MOGI DAS CRUZES	Argila	8	933900	Etapa única				Não
749	PORTO-4B	Itaquareia Ind. Extr. Minérios Ltda	55.023.386/0001-49	"-23°33'56.300"""	"-46°16'24.100"""	Sul do Equador	SP	MOGI DAS CRUZES	Argila	7	345000	Etapa única				Não
750	PORTO-6B	Itaquareia Ind. Extr. Minérios Ltda	55.023.386/0001-49	"-23°23'08.800"""	"-46°11'39.200"""	Sul do Equador	SP	MOGI DAS CRUZES	Argila	12	290000	Etapa única				Não
751	PORTO-8	Itaquareia Ind. Extr. Minérios Ltda	55.023.386/0001-49	"-23°33'21.000"""	"-46°16'59.500"""	Sul do Equador	SP	SUZANO	Argila	14	1472940	Etapa única				Não
752	Quevedo 1	EXTRAÇAO E COMERCIO DE AREIA QUEVEDO & SILVA LTDA	02.745.436/0001-35	"-23°21'17.300"""	"-47°43'48.900"""	Sul do Equador	SP	TATUÍ	Argila Arenosa	8	96500	Indefinido				Não
753	Quevedo 2	EXTRAÇAO E COMERCIO DE AREIA QUEVEDO & SILVA LTDA	02.745.436/0001-35	"-23°21'21.300"""	"-47°43'42.400"""	Sul do Equador	SP	TATUÍ	Argila Arenosa	7	194676,65	Indefinido				Não
754	Sedimentação de finos	EXTRAÇÃO E COMÉRCIO DE AREIA BOFETE LTDA	69.018.919/0001-09	"-23°07'13.700"""	"-48°13'41.000"""	Sul do Equador	SP	BOFETE	Areia	10	0	Etapa única				Não
755	Sítio Horii	Empresa de Mineração Horii Ltda.	52.573.227/0001-20	"-23°37'15.900"""	"-46°14'51.300"""	Sul do Equador	SP	MOGI DAS CRUZES	Caulim	13,4	117462,8	Indefinido				Não
756	TABOÃO 01	EXTRAÇÃO DE AREIA TABOAO LTDA	59.724.484/0001-64	"-23°23'49.600"""	"-46°12'18.200"""	Sul do Equador	SP	MOGI DAS CRUZES	Argila Arenosa	12,5	350000	Indefinido				Não
757	TABOÃO 02	EXTRAÇÃO DE AREIA TABOAO LTDA	59.724.484/0001-64	"-23°23'42.700"""	"-46°12'20.400"""	Sul do Equador	SP	MOGI DAS CRUZES	Argila Arenosa	12	556508,4	Indefinido				Não
758	TABOÃO 03	EXTRAÇÃO DE AREIA TABOAO LTDA	59.724.484/0001-64	"-23°23'27.3044"""	"-46°12'29.345"""	Sul do Equador	SP	MOGI DAS CRUZES	Argila Arenosa	2	9624	Indefinido				Não
759	TANQUE DE DECANTAÇÃO	Mineração Santa Luzia de Aguaí Ltda	03.716.256/0001-98	"-21°59'46.400"""	"-47°10'06.900"""	Sul do Equador	SP	AGUAÍ	Argila	3	35000	Etapa única				Não
760	TANQUE DE DECANTAÇÃO	Tbk Mineração Limitada	07.707.446/0001-08	"-22°56'18.300"""	"-47°14'24.900"""	Sul do Equador	SP	MONTE MOR	Argila Arenosa	12	14460	Indefinido				Não
761	TANQUE DE DECANTAÇÃO 2	Mineração Santa Luzia de Aguaí Ltda	03.716.256/0001-98	"-21°59'46.200"""	"-47°10'04.100"""	Sul do Equador	SP	AGUAÍ	Argila	3	40000	Etapa única				Não
762	TANQUE DE LAMA	Concresand Mineração Ltda	03.833.915/0001-76	"-23°11'19.000"""	"-48°20'59.000"""	Sul do Equador	SP	BOFETE	Argila Arenosa	7	30000	Alteamento por linha de centro				Não
763	TD2	Disk Base Extração de Areia e Comercio de Materiais Para Construção Ltda Me	62.136.189/0001-00	"-23°34'46.419"""	"-47°49'45.677"""	Sul do Equador	SP	ALAMBARI	Areia	2	1800	Etapa única				Não
764	UNIDOS	Unidos Extração e Comércio de Areia e Pedra Ltda Epp	67.337.360/0001-54	"-23°37'08.900"""	"-47°49'12.900"""	Sul do Equador	SP	SARAPUÍ	Argila	8	86240	Etapa única				Não
765	BARRAGEM	Monte Sinai Mineração Ltda	00.060.095/0001-39	"-10°47'21.000"""	"-48°04'46.000"""	Sul do Equador	TO	MONTE DO CARMO	Argila Arenosa	5,7	39000	Indefinido				Não
766	BARRAGEM GEOMINAS	Geominas Minerações Ltda.	11.979.744/0001-16	"-11°38'50.700"""	"-47°40'36.240"""	Sul do Equador	TO	NATIVIDADE	Sedimento	5	9750	Etapa única				Não
767	BARRAGEM GEOMINAS-001	Geominas Minerações Ltda.	11.979.744/0001-16	"-11°38'57.580"""	"-47°40'34.240"""	Sul do Equador	TO	NATIVIDADE	Sedimento	8	86000	Etapa única				Não
768	BARRAGEM GEOMINAS-002	Geominas Minerações Ltda.	11.979.744/0001-16	"-11°39'00.010"""	"-47°40'30.010"""	Sul do Equador	TO	NATIVIDADE	Sedimento	8	70800	Etapa única				Não
769	SANTA LUZIA	Mineração Santa Luzia Limitada	19.791.590/0001-46	"-11°35'20.200"""	"-47°52'59.420"""	Sul do Equador	TO	NATIVIDADE	Argila	5	600000	Etapa única				Não
