NOME DA BARRAGEM DE MINERAÇÃO	NOME DO EMPREENDEDOR	CPF/CNPJ	LATITUDE	LONGITUDE	POSICIONAMENTO	UF	MUNICÍPIO	MINÉRIO PRINCIPAL	ALTURA ATUAL (m)	VOLUME ATUAL (m3)	MÉTODO CONSTRUTIVO	CATEGORIA DE RISCO	DANO POTENCIAL ASSOCIADO	CLASSE	INSERIDA NA PNSB?
RESERVATÓRIO 01	PORTO COMÉRCIO DE AREIA LTDA ME	08.491.915/0001-59	-12°57'35.100"	-60°17'15.500"	Sul do Equador	RO	VILHENA	Argila Arenosa	2	16.000,00	Indefinido				Não
Reservatório 01	White Solder Metalurgia e Mineração - Sol Nascente	04.107.120/0002-24	-9°37'20.200"	-63°03'39.100"	Sul do Equador	RO	RIO CRESPO	Areia e Cascalho	6	45.500,00	Indefinido				Não
RESERVATÓRIO 02	Muller & Cia Ltda Me	04.800.249/0001-32	-12°48'15.200"	-60°21'54.400"	Sul do Equador	RO	VILHENA	Argila Arenosa	2	30.800,00	Indefinido				Não
RIO BRANCO	Minerais & Metais Comércio e Indústria Ltda Filial: Marcos	02.587.633/0007-69	-9°46'14.500"	-62°44'26.300"	Sul do Equador	RO	RIO CRESPO	Areia	4	600.000,00	Indefinido				Não
MNP-01	Mineração Nova Petrópolis Ltda.	16.785.060/0001-05	-29°20'48.000"	-51°11'30.000"	Sul do Equador	RS	NOVA PETRÓPOLIS	Areia	5	4.000,00	Etapa única				Não
VIAMAO	D & L Mineração Ltda.	09.044.878/0001-01	-29°10'00.000"	-50°49'16.000"	Sul do Equador	RS	VIAMÃO	Areia	13	111.000,00	Indefinido				Não
Barragem 101	Indústria Carbonífera Rio Deserto Ltda	83.286.500/0001-69	-28°43'45.000"	-49°14'54.000"	Sul do Equador	SC	IÇARA	Carvão Mineral Camada Barro Branco	3	9.542,20	Etapa única				Não
Santa Líbera	Cooperativa de Extração de Carvão Mineral dos Trabalhadores de Criciúma	80.967.540/0001-88	-28°44'18.600"	-49°25'33.200"	Sul do Equador	SC	FORQUILHINHA	Carvão Mineral Camada Barro Branco	2,2	3.500,00	Indefinido				Não
Dique Petrobrás	Mosaic Fertilizantes P&K S.A. Filial: Taquari Vassouras	33.931.486/0033-18	-10°39'12.400"	-37°01'50.100"	Sul do Equador	SE	ROSÁRIO DO CATETE	Sais	6	6.362,07	Etapa única				Não
1. CONJUNTO DE LEIRAS DE DECANTAÇÃO	Realmix Agregados Minerais Ltda	02.931.701/0001-70	-23°11'34.600"	-48°21'45.000"	Sul do Equador	SP	BOFETE	Areia	3	140.059,00	Etapa única				Não
12 - AN	Mineração Jundu Ltda.	60.628.468/0001-57	-22°09'25.047"	-47°38'34.049"	Sul do Equador	SP	ANALÂNDIA	Argila	10	492.348,00	Etapa única				Não
13 - AN	Mineração Jundu Ltda.	60.628.468/0001-57	-22°09'18.075"	-47°38'22.025"	Sul do Equador	SP	ANALÂNDIA	Argila	8	663.184,00	Alteamento a jusante				Não
Barramento 1	MINERADORA PEDRIX LTDA	01.290.096/0001-32	-23°23'35.060"	-46°46'30.100"	Sul do Equador	SP	CAIEIRAS	Granito	4	56.000,00	Etapa única				Não
Boa Sorte	Empresa Mineradora Boa Sorte Ltda	45.599.032/0001-93	-23°24'43.000"	-46°12'42.800"	Sul do Equador	SP	MOGI DAS CRUZES	Argila Arenosa	0	365.000,00	Indefinido				Não
CAMC	Extração de Areia e Pedregulho Cachoeira Ltda.	45.600.327/0001-32	-23°24'04.600"	-46°12'19.500"	Sul do Equador	SP	MOGI DAS CRUZES	Argila	13	588.484,00	Etapa única				Não
Cascalho	Cascalho Extração e Comércio de Areia, Cascalho e Argila Ltda Epp	00.311.698/0001-66	-22°44'52.600"	-46°52'18.000"	Sul do Equador	SP	PEDREIRA	Argila	0	140.000,00	Indefinido				Não
CAVA	Milton José Aparecido Giuli Me	38.799.607/0001-56	-23°00'29.728"	-47°28'56.567"	Sul do Equador	SP	CAPIVARI	Areia	0	180.000,00	Etapa única				Não
CAVA 1	L Pavan & Cia Ltda	44.140.069/0001-96	-23°47'06.400"	-46°41'48.400"	Sul do Equador	SP	SÃO PAULO	Argila	0	120.000,00	Indefinido				Não
CAVA 2	L Pavan & Cia Ltda	44.140.069/0001-96	-23°46'58.500"	-46°41'55.700"	Sul do Equador	SP	SÃO PAULO	Argila	0	92.000,00	Indefinido				Não
CHAPADINHA 061	Uilson Romanha & Cia Ltda	00.934.199/0001-25	-23°39'32.700"	-48°00'20.400"	Sul do Equador	SP	ITAPETININGA	Argila	6	565.500,00	Etapa única				Não
CHAPADINHA 221	Uilson Romanha & Cia Ltda	00.934.199/0001-25	-23°39'05.500"	-47°59'32.500"	Sul do Equador	SP	ITAPETININGA	Argila	10,6	740.000,00	Etapa única				Não
Conjunto de cavas em desativação recuperação	Mineradora Areia Nova Ltda	02.286.818/0001-48	-23°10'39.400"	-48°20'35.900"	Sul do Equador	SP	BOFETE	Areia	0	0	Etapa única				Não
Conterpa	Conterpa, Conservação e Terraplagem e Pavimentação Ltda	02.002.588/0001-48	-22°51'40.100"	-47°14'19.000"	Sul do Equador	SP	HORTOLÂNDIA	Argila	0	300.000,00	Indefinido				Não
decantação de finos / reservatorio agua processo	Mineradora Areia Nova Ltda	02.286.818/0001-48	-23°10'41.300"	-48°20'47.500"	Sul do Equador	SP	BOFETE	Areia	0	0	Etapa única				Não
Deposito de Finos Porto de Areia Serramar	Pecuária Serramar EIRELI	03.938.233/0001-28	-23°39'35.000"	-45°31'16.000"	Sul do Equador	SP	CARAGUATATUBA	Areia	0	385.000,00	Indefinido				Não
Dique 2	PEDREIRA SARGON LTDA	60.101.300/0001-99	-23°21'27.900"	-46°17'09.200"	Sul do Equador	SP	SANTA ISABEL	Argila	5	40.000,00	Etapa única				Não
Dique 4 (Barragem 3 - Bota fora)	PEDREIRA SARGON LTDA	60.101.300/0001-99	-23°21'24.500"	-46°16'31.200"	Sul do Equador	SP	SANTA ISABEL	Argila	8	15.000,00	Etapa única				Não
Dique 5 (Barragem 4 - Bota fora)	PEDREIRA SARGON LTDA	60.101.300/0001-99	-23°21'21.800"	-46°16'28.900"	Sul do Equador	SP	SANTA ISABEL	Argila	10	12.000,00	Etapa única				Não
Dutra	Dutra Extração de Areia Ltda.	48.098.701/0001-31	-23°25'50.600"	-46°12'39.200"	Sul do Equador	SP	MOGI DAS CRUZES	Argila Arenosa	0	130.000,00	Indefinido				Não
engebrita	Pedreira Engebrita Ltda	61.728.804/0001-04	-23°52'55.700"	-46°18'51.600"	Sul do Equador	SP	SANTOS	Granito	3,5	30.000,00	Indefinido				Não
Fazenda Santa Fé	Tech Rock Mineração Ltda.	62.579.818/0001-68	-23°30'32.300"	-47°23'27.200"	Sul do Equador	SP	SOROCABA	Argila	3	2.700,00	Indefinido				Não
Fiori	Empresa de Mineração Fiori do Taboão Ltda.	00.265.541/0001-41	-23°24'16.000"	-46°11'54.500"	Sul do Equador	SP	MOGI DAS CRUZES	Argila Arenosa	0	325.000,00	Indefinido				Não
Guará 2	Extração de Areia e Pedregulho Cachoeira Ltda.	45.600.327/0001-32	-23°23'32.300"	-46°08'10.900"	Sul do Equador	SP	GUARAREMA	Argila	5	78.300,00	Etapa única				Não
JBS2	EMPRESA DE MINERAÇÃO E ARTEFATOS DE CIMENTO JBS LTDA EPP	47.354.774/0001-84	-23°23'46.800"	-46°11'51.500"	Sul do Equador	SP	MOGI DAS CRUZES	Argila Arenosa	11	270.000,00	Indefinido				Não
JBS3	EMPRESA DE MINERAÇÃO E ARTEFATOS DE CIMENTO JBS LTDA EPP	47.354.774/0001-84	-23°23'32.000"	-46°12'02.500"	Sul do Equador	SP	MOGI DAS CRUZES	Argila Arenosa	0	310.000,00	Indefinido				Não
MD 05/2016	Mineração Descalvado Ltda	54.114.475/0001-38	-21°57'24.480"	-47°37'18.695"	Sul do Equador	SP	DESCALVADO	Areia Industrial	12,75	245.447,47	Etapa única				Não
OURO BRANCO LESTE	MINERAÇÃO OURO BRANCO SALTO DE PIRAPORA LTDA ME	72.911.985/0001-18	-23°39'42.400"	-47°39'53.200"	Sul do Equador	SP	SALTO DE PIRAPORA	Argila	5	399.000,00	Etapa única				Não
PIRAPORÃO 138 II	Uilson Romanha & Cia Ltda	00.934.199/0001-25	-23°37'42.100"	-47°37'19.200"	Sul do Equador	SP	SALTO DE PIRAPORA	Argila	4	28.000,00	Etapa única				Não
PIRAPORÃO 138 III	Uilson Romanha & Cia Ltda	00.934.199/0001-25	-23°37'53.600"	-47°37'18.500"	Sul do Equador	SP	SALTO DE PIRAPORA	Argila	8	115.200,00	Etapa única				Não
PORTO-4A	Itaquareia Ind. Extr. Minérios Ltda	55.023.386/0001-49	-23°33'46.100"	-46°16'04.500"	Sul do Equador	SP	MOGI DAS CRUZES	Argila	8	933.900,00	Etapa única				Não
PORTO-4B	Itaquareia Ind. Extr. Minérios Ltda	55.023.386/0001-49	-23°33'56.300"	-46°16'24.100"	Sul do Equador	SP	MOGI DAS CRUZES	Argila	7	345.000,00	Etapa única				Não
PORTO-6B	Itaquareia Ind. Extr. Minérios Ltda	55.023.386/0001-49	-23°23'08.800"	-46°11'39.200"	Sul do Equador	SP	MOGI DAS CRUZES	Argila	12	290.000,00	Etapa única				Não
PORTO-8	Itaquareia Ind. Extr. Minérios Ltda	55.023.386/0001-49	-23°33'21.000"	-46°16'59.500"	Sul do Equador	SP	SUZANO	Argila	14	1.472.940,00	Etapa única				Não
Quevedo 1	EXTRAÇAO E COMERCIO DE AREIA QUEVEDO & SILVA LTDA	02.745.436/0001-35	-23°21'17.300"	-47°43'48.900"	Sul do Equador	SP	TATUÍ	Argila Arenosa	8	96.500,00	Indefinido				Não
Quevedo 2	EXTRAÇAO E COMERCIO DE AREIA QUEVEDO & SILVA LTDA	02.745.436/0001-35	-23°21'21.300"	-47°43'42.400"	Sul do Equador	SP	TATUÍ	Argila Arenosa	7	194.676,65	Indefinido				Não
Sedimentação de finos	EXTRAÇÃO E COMÉRCIO DE AREIA BOFETE LTDA	69.018.919/0001-09	-23°07'13.700"	-48°13'41.000"	Sul do Equador	SP	BOFETE	Areia	10	0	Etapa única				Não
Sítio Horii	Empresa de Mineração Horii Ltda.	52.573.227/0001-20	-23°37'15.900"	-46°14'51.300"	Sul do Equador	SP	MOGI DAS CRUZES	Caulim	13,4	117.462,80	Indefinido				Não
TABOÃO 01	EXTRAÇÃO DE AREIA TABOAO LTDA	59.724.484/0001-64	-23°23'49.600"	-46°12'18.200"	Sul do Equador	SP	MOGI DAS CRUZES	Argila Arenosa	12,5	350.000,00	Indefinido				Não
TABOÃO 02	EXTRAÇÃO DE AREIA TABOAO LTDA	59.724.484/0001-64	-23°23'42.700"	-46°12'20.400"	Sul do Equador	SP	MOGI DAS CRUZES	Argila Arenosa	12	556.508,40	Indefinido				Não
TABOÃO 03	EXTRAÇÃO DE AREIA TABOAO LTDA	59.724.484/0001-64	-23°23'38.400"	-46°12'35.100"	Sul do Equador	SP	MOGI DAS CRUZES	Argila Arenosa	2	9.624,00	Indefinido				Não
TANQUE DE DECANTAÇÃO	Mineração Santa Luzia de Aguaí Ltda	03.716.256/0001-98	-21°59'46.400"	-47°10'06.900"	Sul do Equador	SP	AGUAÍ	Argila	3	35.000,00	Etapa única				Não
TANQUE DE DECANTAÇÃO	Tbk Mineração Limitada	07.707.446/0001-08	-22°56'18.300"	-47°14'24.900"	Sul do Equador	SP	MONTE MOR	Argila Arenosa	12	14.460,00	Indefinido				Não
TANQUE DE DECANTAÇÃO 2	Mineração Santa Luzia de Aguaí Ltda	03.716.256/0001-98	-21°59'46.200"	-47°10'04.100"	Sul do Equador	SP	AGUAÍ	Argila	3	40.000,00	Etapa única				Não
TANQUE DE LAMA	Concresand Mineração Ltda	03.833.915/0001-76	-23°11'19.000"	-48°20'59.000"	Sul do Equador	SP	BOFETE	Argila Arenosa	7	30.000,00	Alteamento por linha de centro				Não
TD2	Disk Base Extração de Areia e Comercio de Materiais Para Construção Ltda Me	62.136.189/0001-00	-23°34'46.419"	-47°49'45.677"	Sul do Equador	SP	ALAMBARI	Areia	2	1.800,00	Etapa única				Não
UNIDOS	Unidos Extração e Comércio de Areia e Pedra Ltda Epp	67.337.360/0001-54	-23°37'08.900"	-47°49'12.900"	Sul do Equador	SP	SARAPUÍ	Argila	8	86.240,00	Etapa única				Não
BARRAGEM	Monte Sinai Mineração Ltda	00.060.095/0001-39	-10°47'21.000"	-48°04'46.000"	Sul do Equador	TO	MONTE DO CARMO	Argila Arenosa	5,7	39.000,00	Indefinido				Não
BARRAGEM GEOMINAS	Geominas Minerações Ltda.	11.979.744/0001-16	-11°38'50.700"	-47°40'36.240"	Sul do Equador	TO	NATIVIDADE	Sedimento	5	9.750,00	Etapa única				Não
BARRAGEM GEOMINAS-001	Geominas Minerações Ltda.	11.979.744/0001-16	-11°38'57.580"	-47°40'34.240"	Sul do Equador	TO	NATIVIDADE	Sedimento	8	86.000,00	Etapa única				Não
BARRAGEM GEOMINAS-002	Geominas Minerações Ltda.	11.979.744/0001-16	-11°39'00.010"	-47°40'30.010"	Sul do Equador	TO	NATIVIDADE	Sedimento	8	70.800,00	Etapa única				Não
SANTA LUZIA	Mineração Santa Luzia Limitada	19.791.590/0001-46	-11°35'20.200"	-47°52'59.420"	Sul do Equador	TO	NATIVIDADE	Argila	5	600.000,00	Etapa única				Não
